time,ego_velocity,leader_velocity,space_gap,acc_acceleration
737.2,30.147,29.767,32.645,0.0027392
737.3,30.15,29.759,32.616,0.00061546
737.4,30.149,29.752,32.587,-0.0036815
737.5,30.145,29.743,32.557,-0.011835
737.6,30.138,29.732,32.523,-0.024327
737.7,30.13,29.716,32.481,-0.053212
737.8,30.115,29.69,32.425,-0.13095
737.9,30.099,29.665,32.37,-0.18687
738,30.087,29.649,32.324,-0.18276
738.1,30.077,29.635,32.281,-0.16595
738.2,30.065,29.622,32.24,-0.14394
738.3,30.047,29.605,32.199,-0.11374
738.4,30.024,29.584,32.159,-0.06861
738.5,30.004,29.567,32.12,-0.037092
738.6,29.995,29.561,32.081,-0.088686
738.7,29.99,29.558,32.044,-0.2606
738.8,29.982,29.551,32.006,-0.36845
738.9,29.956,29.525,31.968,-0.32052
739,29.916,29.485,31.928,-0.2352
739.1,29.886,29.454,31.886,-0.21383
739.2,29.864,29.433,31.839,-0.26023
739.3,29.845,29.415,31.79,-0.31174
739.4,29.829,29.397,31.743,-0.30442
739.5,29.816,29.377,31.699,-0.21057
739.6,29.801,29.352,31.651,-0.13215
739.7,29.779,29.316,31.592,-0.13404
739.8,29.748,29.267,31.524,-0.15344
739.9,29.705,29.203,31.446,-0.18276
740,29.629,29.102,31.353,-0.24505
740.1,29.597,29.053,31.269,-0.27163
740.2,29.601,29.046,31.202,-0.25769
740.3,29.606,29.043,31.14,-0.2362
740.4,29.609,29.04,31.076,-0.22219
740.5,29.559,28.983,31.003,-0.27004
740.6,29.438,28.857,30.926,-0.38547
740.7,29.394,28.812,30.851,-0.41417
740.8,29.389,28.814,30.78,-0.35033
740.9,29.384,28.816,30.708,-0.28582
741,29.356,28.791,30.629,-0.26225
741.1,29.304,28.742,30.547,-0.24629
741.2,29.265,28.707,30.471,-0.23393
741.3,29.238,28.688,30.4,-0.22216
741.4,29.212,28.674,30.332,-0.21451
741.5,29.182,28.655,30.265,-0.21598
741.6,29.149,28.636,30.2,-0.22629
741.7,29.118,28.62,30.135,-0.23646
741.8,29.092,28.608,30.069,-0.24414
741.9,29.068,28.599,30.005,-0.25035
742,29.043,28.589,29.948,-0.24663
742.1,29.016,28.579,29.898,-0.20515
742.2,28.99,28.569,29.852,-0.16126
742.3,28.966,28.564,29.809,-0.16508
742.4,28.944,28.563,29.768,-0.23327
742.5,28.922,28.564,29.731,-0.31179
742.6,28.897,28.563,29.696,-0.34099
742.7,28.864,28.558,29.665,-0.30326
742.8,28.829,28.554,29.636,-0.2407
742.9,28.801,28.558,29.608,-0.19414
743,28.778,28.575,29.582,-0.15598
743.1,28.758,28.593,29.557,-0.13269
743.2,28.736,28.601,29.535,-0.16095
743.3,28.716,28.604,29.515,-0.2413
743.4,28.694,28.607,29.495,-0.29055
743.5,28.672,28.61,29.471,-0.26121
743.6,28.648,28.612,29.449,-0.20924
743.7,28.627,28.616,29.436,-0.18882
743.8,28.607,28.62,29.427,-0.17886
743.9,28.587,28.626,29.423,-0.17525
744,28.563,28.634,29.432,-0.19214
744.1,28.54,28.645,29.449,-0.21392
744.2,28.524,28.657,29.466,-0.21033
744.3,28.512,28.669,29.485,-0.19043
744.4,28.5,28.682,29.507,-0.17066
744.5,28.484,28.695,29.533,-0.16883
744.6,28.458,28.707,29.568,-0.20779
744.7,28.436,28.723,29.606,-0.2515
744.8,28.426,28.747,29.641,-0.26732
744.9,28.419,28.773,29.677,-0.27735
745,28.417,28.802,29.716,-0.2814
745.1,28.419,28.84,29.765,-0.1918
745.2,28.422,28.878,29.82,-0.043331
745.3,28.422,28.907,29.869,-0.0051969
745.4,28.422,28.931,29.913,-0.0020683
745.5,28.422,28.952,29.956,-0.00036541
745.6,28.422,28.973,30,0
745.7,28.42,28.991,30.042,0
745.8,28.416,29.007,30.085,0
745.9,28.414,29.024,30.13,0
746,28.413,29.041,30.178,0
746.1,28.412,29.057,30.228,0
746.2,28.412,29.075,30.283,0
746.3,28.414,29.1,30.343,0
746.4,28.417,29.13,30.41,0
746.5,28.419,29.16,30.485,0
746.6,28.421,29.19,30.575,0
746.7,28.422,29.219,30.673,0
746.8,28.422,29.243,30.765,0
746.9,28.422,29.264,30.855,0
747,28.422,29.281,30.95,0
747.1,28.422,29.291,31.055,0
747.2,28.422,29.301,31.163,0
747.3,28.422,29.315,31.268,0
747.4,28.422,29.331,31.372,0
747.5,28.422,29.339,31.481,0
747.6,28.418,29.341,31.594,0
747.7,28.417,29.342,31.708,0
747.8,28.422,29.344,31.824,0
747.9,28.43,29.346,31.938,0
748,28.436,29.343,32.044,0.028981
748.1,28.442,29.337,32.146,0.082587
748.2,28.446,29.332,32.245,0.093231
748.3,28.449,29.329,32.34,0.094936
748.4,28.452,29.326,32.435,0.095593
748.5,28.46,29.322,32.538,0.091461
748.6,28.47,29.32,32.643,0.083957
748.7,28.478,29.326,32.74,0.083473
748.8,28.483,29.334,32.834,0.087187
748.9,28.489,29.34,32.919,0.089499
749,28.494,29.343,32.994,0.084918
749.1,28.499,29.342,33.063,0.076398
749.2,28.505,29.34,33.133,0.071363
749.3,28.512,29.339,33.203,0.075902
749.4,28.519,29.337,33.273,0.086666
749.5,28.527,29.336,33.346,0.096535
749.6,28.533,29.335,33.428,0.10146
749.7,28.538,29.334,33.517,0.10501
749.8,28.545,29.333,33.605,0.1091
749.9,28.555,29.335,33.687,0.11692
750,28.57,29.339,33.765,0.12849
750.1,28.583,29.341,33.843,0.13479
750.2,28.591,29.336,33.926,0.11741
750.3,28.598,29.325,34.013,0.08201
750.4,28.605,29.316,34.099,0.058747
750.5,28.612,29.314,34.178,0.064744
750.6,28.618,29.315,34.253,0.081433
750.7,28.624,29.316,34.322,0.093872
750.8,28.628,29.32,34.379,0.085976
750.9,28.631,29.324,34.426,0.057982
751,28.635,29.329,34.47,0.031312
751.1,28.641,29.34,34.521,0.019685
751.2,28.649,29.362,34.575,0.011511
751.3,28.656,29.381,34.619,0.0087076
751.4,28.661,29.398,34.654,0.039624
751.5,28.665,29.413,34.689,0.087502
751.6,28.67,29.431,34.734,0.10283
751.7,28.676,29.451,34.79,0.086426
751.8,28.682,29.47,34.853,0.061443
751.9,28.688,29.485,34.923,0.042229
752,28.697,29.498,35.005,0.024437
752.1,28.705,29.512,35.092,0.011099
752.2,28.71,29.527,35.18,0.017354
752.3,28.714,29.545,35.272,0.082116
752.4,28.718,29.564,35.363,0.14066
752.5,28.724,29.581,35.451,0.13062
752.6,28.732,29.598,35.535,0.086829
752.7,28.741,29.615,35.621,0.051417
752.8,28.753,29.634,35.719,0.062317
752.9,28.768,29.655,35.829,0.10795
753,28.781,29.675,35.918,0.14465
753.1,28.794,29.693,35.992,0.17967
753.2,28.807,29.71,36.06,0.2026
753.3,28.819,29.727,36.131,0.19904
753.4,28.831,29.742,36.197,0.17692
753.5,28.845,29.758,36.27,0.1558
753.6,28.863,29.779,36.366,0.15087
753.7,28.888,29.807,36.491,0.14965
753.8,28.914,29.835,36.602,0.15298
753.9,28.939,29.862,36.697,0.22721
754,28.966,29.89,36.799,0.30029
754.1,28.999,29.923,36.933,0.29474
754.2,29.034,29.959,37.105,0.27107
754.3,29.06,29.986,37.228,0.25307
754.4,29.078,30.004,37.314,0.24344
754.5,29.095,30.021,37.397,0.23187
754.6,29.116,30.046,37.508,0.19472
754.7,29.14,30.078,37.644,0.1289
754.8,29.161,30.107,37.754,0.10018
754.9,29.177,30.131,37.842,0.13347
755,29.191,30.154,37.926,0.18062
755.1,29.206,30.178,38.017,0.18863
755.2,29.223,30.204,38.112,0.13499
755.3,29.239,30.23,38.208,0.076603
755.4,29.255,30.255,38.306,0.082612
755.5,29.27,30.28,38.405,0.1672
755.6,29.286,30.304,38.506,0.24024
755.7,29.303,30.328,38.609,0.23825
755.8,29.321,30.353,38.714,0.21703
755.9,29.34,30.377,38.827,0.20402
756,29.363,30.399,38.964,0.20449
756.1,29.388,30.417,39.127,0.20593
756.2,29.413,30.435,39.253,0.22259
756.3,29.44,30.456,39.354,0.29327
756.4,29.465,30.473,39.445,0.35615
756.5,29.485,30.484,39.534,0.35295
756.6,29.501,30.488,39.615,0.30943
756.7,29.518,30.49,39.699,0.25578
756.8,29.543,30.494,39.799,0.2121
756.9,29.575,30.498,39.914,0.17027
757,29.594,30.487,40.033,0.1525
757.1,29.605,30.463,40.154,0.14468
757.2,29.617,30.447,40.255,0.14301
757.3,29.637,30.443,40.341,0.19414
757.4,29.661,30.445,40.419,0.26734
757.5,29.685,30.444,40.488,0.28693
757.6,29.71,30.442,40.547,0.26162
757.7,29.735,30.437,40.605,0.219
757.8,29.76,30.426,40.674,0.13469
757.9,29.783,30.405,40.753,0.041846
758,29.799,30.378,40.828,0.053081
758.1,29.811,30.348,40.899,0.10031
758.2,29.825,30.33,40.953,0.147
758.3,29.843,30.326,40.995,0.19779
758.4,29.861,30.322,41.034,0.23814
758.5,29.877,30.306,41.08,0.24205
758.6,29.891,30.277,41.13,0.23269
758.7,29.907,30.262,41.172,0.21818
758.8,29.928,30.261,41.208,0.18424
758.9,29.949,30.262,41.242,0.14191
759,29.963,30.252,41.275,0.11286
759.1,29.971,30.236,41.306,0.088889
759.2,29.98,30.218,41.337,0.076873
759.3,29.994,30.2,41.373,0.090677
759.4,30.011,30.177,41.411,0.11666
759.5,30.026,30.162,41.432,0.12423
759.6,30.038,30.151,41.446,0.12135
759.7,30.05,30.141,41.455,0.11845
759.8,30.062,30.131,41.456,0.12183
759.9,30.074,30.121,41.452,0.13573
760,30.085,30.11,41.448,0.14838
760.1,30.094,30.099,41.442,0.15404
760.2,30.102,30.087,41.432,0.15844
760.3,30.11,30.075,41.422,0.16047
760.4,30.118,30.056,41.413,0.12689
760.5,30.126,30.031,41.404,0.056089
760.6,30.135,30.014,41.401,0.028348
760.7,30.149,30.006,41.399,0.061101
760.8,30.163,29.999,41.397,0.10033
760.9,30.17,29.984,41.394,0.10704
761,30.175,29.963,41.388,0.10816
761.1,30.178,29.943,41.38,0.1088
761.2,30.182,29.928,41.372,0.10897
761.3,30.186,29.915,41.363,0.096557
761.4,30.19,29.904,41.352,0.074583
761.5,30.195,29.892,41.338,0.061741
761.6,30.206,29.88,41.313,0.070598
761.7,30.22,29.865,41.265,0.087611
761.8,30.224,29.847,41.223,0.091428
761.9,30.225,29.829,41.186,0.058444
762,30.225,29.814,41.148,0.016345
762.1,30.225,29.8,41.107,0.0053737
762.2,30.226,29.789,41.063,0.035027
762.3,30.227,29.779,41.014,0.062413
762.4,30.234,29.771,40.952,0.049526
762.5,30.248,29.768,40.874,0.015807
762.6,30.256,29.764,40.808,0.00076366
762.7,30.259,29.757,40.755,0.0455
762.8,30.261,29.749,40.7,0.10062
762.9,30.259,29.735,40.629,0.091397
763,30.253,29.714,40.542,0.033544
763.1,30.25,29.697,40.477,0.0014252
763.2,30.255,29.688,40.427,0.00061093
763.3,30.263,29.683,40.383,0.00013948
763.4,30.27,29.677,40.337,1.8873e-05
763.5,30.273,29.669,40.294,0.0034332
763.6,30.277,29.661,40.251,0.01152
763.7,30.278,29.65,40.206,0.022526
763.8,30.278,29.635,40.157,0.043615
763.9,30.276,29.614,40.104,0.080705
764,30.275,29.592,40.045,0.10605
764.1,30.278,29.568,39.971,0.080165
764.2,30.284,29.543,39.877,0.016953
764.3,30.286,29.521,39.798,0.00034403
764.4,30.287,29.504,39.736,8.8544e-05
764.5,30.287,29.488,39.669,7.9994e-08
764.6,30.29,29.471,39.574,0
764.7,30.293,29.452,39.443,0
764.8,30.294,29.437,39.334,-0.0013089
764.9,30.29,29.423,39.243,-0.013651
765,30.284,29.408,39.156,-0.028035
765.1,30.28,29.392,39.064,-0.031301
765.2,30.276,29.376,38.967,-0.023073
765.3,30.272,29.36,38.873,-0.01183
765.4,30.271,29.347,38.79,-0.0053944
765.5,30.273,29.337,38.719,-0.002693
765.6,30.275,29.328,38.65,-0.00076152
765.7,30.276,29.317,38.576,-5.6363e-07
765.8,30.276,29.301,38.49,0
765.9,30.275,29.28,38.391,0
766,30.274,29.257,38.286,0
766.1,30.272,29.233,38.182,0
766.2,30.266,29.204,38.076,0
766.3,30.259,29.174,37.969,0
766.4,30.254,29.148,37.865,-0.0077809
766.5,30.249,29.126,37.766,-0.057185
766.6,30.242,29.101,37.66,-0.11175
766.7,30.23,29.067,37.532,-0.13926
766.8,30.208,29.021,37.38,-0.15903
766.9,30.187,28.986,37.257,-0.17616
767,30.169,28.958,37.161,-0.19517
767.1,30.151,28.933,37.062,-0.20944
767.2,30.132,28.906,36.93,-0.19853
767.3,30.111,28.878,36.764,-0.15027
767.4,30.093,28.855,36.628,-0.13144
767.5,30.08,28.838,36.521,-0.13609
767.6,30.063,28.818,36.409,-0.14501
767.7,30.031,28.781,36.259,-0.18196
767.8,29.99,28.732,36.064,-0.2311
767.9,29.956,28.696,35.867,-0.24
768,29.927,28.668,35.667,-0.22391
768.1,29.895,28.638,35.516,-0.21426
768.2,29.852,28.601,35.404,-0.27207
768.3,29.807,28.566,35.293,-0.34274
768.4,29.773,28.541,35.145,-0.32989
768.5,29.743,28.523,34.961,-0.28608
768.6,29.711,28.501,34.828,-0.2785
768.7,29.678,28.476,34.734,-0.30366
768.8,29.645,28.447,34.642,-0.32832
768.9,29.609,28.413,34.521,-0.34372
769,29.573,28.376,34.371,-0.35429
769.1,29.539,28.339,34.21,-0.35107
769.2,29.505,28.299,34.039,-0.33551
769.3,29.467,28.256,33.889,-0.32669
769.4,29.422,28.207,33.757,-0.32609
769.5,29.376,28.156,33.63,-0.32559
769.6,29.336,28.109,33.494,-0.32102
769.7,29.301,28.063,33.353,-0.30918
769.8,29.266,28.015,33.211,-0.30054
769.9,29.231,27.967,33.07,-0.31076
770,29.196,27.919,32.929,-0.34508
770.1,29.161,27.871,32.79,-0.38534
770.2,29.124,27.826,32.659,-0.42286
770.3,29.087,27.781,32.534,-0.46735
770.4,29.05,27.738,32.412,-0.50153
770.5,29.012,27.698,32.293,-0.50254
770.6,28.973,27.658,32.176,-0.43763
770.7,28.934,27.617,32.061,-0.36372
770.8,28.893,27.577,31.947,-0.34865
770.9,28.849,27.537,31.836,-0.36718
771,28.806,27.502,31.719,-0.38761
771.1,28.77,27.478,31.577,-0.39525
771.2,28.74,27.475,31.407,-0.39981
771.3,28.703,27.468,31.279,-0.40149
771.4,28.651,27.446,31.18,-0.398
771.5,28.592,27.419,31.09,-0.39226
771.6,28.542,27.404,30.994,-0.39255
771.7,28.505,27.404,30.895,-0.46987
771.8,28.471,27.41,30.799,-0.57699
771.9,28.437,27.417,30.705,-0.60742
772,28.404,27.429,30.612,-0.51297
772.1,28.368,27.439,30.525,-0.40731
772.2,28.319,27.435,30.448,-0.41445
772.3,28.251,27.411,30.377,-0.5083
772.4,28.193,27.397,30.313,-0.58741
772.5,28.164,27.41,30.254,-0.57629
772.6,28.147,27.433,30.201,-0.51624
772.7,28.13,27.456,30.151,-0.4539
772.8,28.105,27.469,30.102,-0.42457
772.9,28.072,27.473,30.054,-0.40508
773,28.038,27.474,30.008,-0.39297
773.1,28.006,27.476,29.967,-0.39075
773.2,27.976,27.477,29.928,-0.39051
773.3,27.948,27.478,29.892,-0.39028
773.4,27.922,27.481,29.854,-0.38824
773.5,27.898,27.484,29.815,-0.37293
773.6,27.876,27.488,29.78,-0.34628
773.7,27.859,27.494,29.753,-0.31243
773.8,27.847,27.502,29.733,-0.23276
773.9,27.836,27.51,29.714,-0.13522
774,27.826,27.519,29.696,-0.087335
774.1,27.814,27.53,29.674,-0.11367
774.2,27.802,27.543,29.651,-0.16304
774.3,27.791,27.558,29.627,-0.19
774.4,27.78,27.572,29.603,-0.16471
774.5,27.769,27.587,29.577,-0.1125
774.6,27.759,27.602,29.554,-0.070503
774.7,27.751,27.617,29.537,-0.052587
774.8,27.744,27.633,29.523,-0.038472
774.9,27.736,27.647,29.512,-0.030915
775,27.728,27.656,29.505,-0.041621
775.1,27.719,27.663,29.499,-0.080241
775.2,27.711,27.67,29.496,-0.11116
775.3,27.706,27.678,29.494,-0.10022
775.4,27.703,27.686,29.494,-0.056695
775.5,27.7,27.692,29.493,-0.016651
775.6,27.7,27.697,29.492,-0.0064522
775.7,27.702,27.702,29.49,-0.0022871
775.8,27.703,27.706,29.488,-0.00017294
775.9,27.703,27.706,29.49,-0.014808
776,27.702,27.705,29.499,-0.071766
776.1,27.7,27.704,29.508,-0.11814
776.2,27.699,27.703,29.508,-0.10382
776.3,27.698,27.7,29.505,-0.048412
776.4,27.696,27.697,29.502,-0.0039248
776.5,27.693,27.694,29.502,-0.015845
776.6,27.685,27.691,29.504,-0.068821
776.7,27.678,27.689,29.507,-0.11521
776.8,27.673,27.69,29.509,-0.10985
776.9,27.671,27.692,29.512,-0.058004
777,27.668,27.695,29.517,-0.0088141
777.1,27.665,27.7,29.523,-0.0017481
777.2,27.663,27.705,29.533,-0.0066834
777.3,27.66,27.713,29.546,-0.014857
777.4,27.657,27.722,29.561,-0.028177
777.5,27.654,27.734,29.579,-0.060093
777.6,27.65,27.746,29.597,-0.093592
777.7,27.646,27.755,29.611,-0.10698
777.8,27.64,27.761,29.622,-0.10533
777.9,27.633,27.765,29.633,-0.10151
778,27.626,27.77,29.645,-0.096286
778.1,27.62,27.779,29.661,-0.085884
778.2,27.614,27.792,29.68,-0.068388
778.3,27.609,27.806,29.702,-0.052014
778.4,27.605,27.82,29.725,-0.042014
778.5,27.601,27.833,29.749,-0.034213
778.6,27.599,27.849,29.776,-0.026329
778.7,27.603,27.869,29.81,-0.018604
778.8,27.611,27.892,29.853,-0.010376
778.9,27.618,27.913,29.887,0.0057051
779,27.622,27.931,29.915,0.08102
779.1,27.626,27.947,29.942,0.17365
779.2,27.629,27.963,29.97,0.19912
779.3,27.632,27.978,29.997,0.1112
779.4,27.634,27.993,30.029,0.017119
779.5,27.637,28.007,30.074,0.0044301
779.6,27.639,28.022,30.14,0.0010844
779.7,27.642,28.037,30.194,0
779.8,27.647,28.053,30.24,0
779.9,27.653,28.07,30.285,0
780,27.654,28.086,30.333,-0.0012516
780.1,27.648,28.098,30.383,-0.016019
780.2,27.642,28.11,30.434,-0.033409
780.3,27.641,28.126,30.487,-0.035727
780.4,27.641,28.144,30.54,-0.019187
780.5,27.641,28.161,30.595,-0.0022883
780.6,27.642,28.179,30.652,0
780.7,27.643,28.198,30.713,0
780.8,27.644,28.217,30.773,0
780.9,27.641,28.233,30.828,-0.0042335
781,27.633,28.243,30.88,-0.018661
781.1,27.626,28.255,30.932,-0.030794
781.2,27.627,28.275,30.988,-0.030367
781.3,27.633,28.302,31.046,-0.022559
781.4,27.641,28.329,31.107,-0.010693
781.5,27.644,28.352,31.17,0.0048023
781.6,27.646,28.372,31.236,0.036246
781.7,27.647,28.392,31.305,0.067968
781.8,27.649,28.412,31.381,0.078306
781.9,27.655,28.438,31.465,0.068743
782,27.663,28.463,31.549,0.05477
782.1,27.669,28.483,31.623,0.048019
782.2,27.673,28.498,31.687,0.059212
782.3,27.676,28.51,31.749,0.081381
782.4,27.68,28.524,31.816,0.10039
782.5,27.685,28.541,31.897,0.10948
782.6,27.691,28.56,31.991,0.11666
782.7,27.695,28.579,32.098,0.12018
782.8,27.697,28.599,32.228,0.094541
782.9,27.698,28.622,32.389,0.034725
783,27.7,28.635,32.512,0.0047889
783.1,27.708,28.648,32.606,0.035386
783.2,27.719,28.664,32.693,0.084084
783.3,27.729,28.681,32.788,0.10419
783.4,27.736,28.697,32.886,0.10866
783.5,27.744,28.713,32.985,0.11126
783.6,27.754,28.73,33.081,0.11009
783.7,27.767,28.751,33.176,0.090226
783.8,27.782,28.772,33.271,0.06857
783.9,27.792,28.79,33.369,0.069959
784,27.801,28.806,33.469,0.094191
784.1,27.809,28.822,33.57,0.11835
784.2,27.818,28.839,33.673,0.11684
784.3,27.828,28.857,33.778,0.077036
784.4,27.838,28.874,33.882,0.036649
784.5,27.85,28.891,33.981,0.03601
784.6,27.863,28.909,34.074,0.07328
784.7,27.876,28.926,34.166,0.11961
784.8,27.889,28.94,34.259,0.1509
784.9,27.902,28.954,34.352,0.17869
785,27.914,28.967,34.446,0.19912
785.1,27.926,28.977,34.544,0.20087
785.2,27.937,28.983,34.65,0.16162
785.3,27.947,28.987,34.749,0.10736
785.4,27.957,28.99,34.831,0.076408
785.5,27.965,28.991,34.899,0.067551
785.6,27.973,28.99,34.961,0.061254
785.7,27.984,28.99,35.028,0.058316
785.8,28.002,28.996,35.11,0.087025
785.9,28.03,29.007,35.209,0.17313
786,28.058,29.016,35.312,0.24669
786.1,28.079,29.016,35.412,0.27758
786.2,28.099,29.012,35.511,0.30189
786.3,28.118,29.005,35.608,0.31514
786.4,28.139,28.998,35.704,0.30421
786.5,28.16,28.991,35.797,0.2543
786.6,28.18,28.98,35.887,0.1958
786.7,28.193,28.96,35.974,0.15815
786.8,28.201,28.932,36.058,0.12926
786.9,28.209,28.907,36.137,0.10658
787,28.219,28.893,36.208,0.094182
787.1,28.231,28.889,36.271,0.088698
787.2,28.245,28.889,36.33,0.084609
787.3,28.258,28.887,36.392,0.077675
787.4,28.27,28.88,36.459,0.048633
787.5,28.282,28.871,36.529,0.0010167
787.6,28.293,28.858,36.605,-0.03426
787.7,28.303,28.836,36.692,-0.025998
787.8,28.311,28.804,36.791,0.021718
787.9,28.32,28.782,36.852,0.059245
788,28.33,28.769,36.894,0.076776
788.1,28.341,28.76,36.928,0.090548
788.2,28.35,28.747,36.956,0.097744
788.3,28.358,28.724,36.981,0.088156
788.4,28.364,28.687,37.006,0.052328
788.5,28.37,28.654,37.023,0.016761
788.6,28.377,28.636,37.029,0.010031
788.7,28.385,28.627,37.033,0.043328
788.8,28.393,28.622,37.036,0.082225
788.9,28.403,28.622,37.039,0.089104
789,28.414,28.624,37.041,0.070729
789.1,28.426,28.627,37.043,0.049543
789.2,28.44,28.628,37.044,0.046772
789.3,28.455,28.628,37.046,0.087727
789.4,28.47,28.622,37.048,0.12805
789.5,28.481,28.593,37.051,0.13604
789.6,28.49,28.52,37.053,0.14009
789.7,28.5,28.486,37.052,0.14931
789.8,28.513,28.47,37.037,0.18093
789.9,28.526,28.461,37.014,0.21305
790,28.541,28.457,36.989,0.20882
790.1,28.557,28.456,36.966,0.14146
790.2,28.573,28.452,36.952,0.066618
790.3,28.584,28.442,36.952,0.051367
790.4,28.592,28.426,36.963,0.13258
790.5,28.599,28.412,36.977,0.2236
790.6,28.607,28.406,36.985,0.217
790.7,28.615,28.404,36.991,0.10223
790.8,28.621,28.403,36.995,0.013819
790.9,28.625,28.399,36.994,0.040791
791,28.628,28.397,36.982,0.10384
791.1,28.628,28.393,36.958,0.1226
791.2,28.624,28.383,36.924,0.063944
791.3,28.617,28.369,36.88,0.0043669
791.4,28.609,28.345,36.798,0
791.5,28.599,28.301,36.605,0
791.6,28.594,28.27,36.431,-1.3634e-05
791.7,28.593,28.249,36.255,-0.0070027
791.8,28.592,28.233,36.12,-0.017156
791.9,28.59,28.226,36.071,-0.017956
792,28.584,28.217,36.039,-0.012058
792.1,28.578,28.208,36.011,-0.0057192
792.2,28.575,28.202,35.985,-0.0075565
792.3,28.574,28.198,35.962,-0.049063
792.4,28.573,28.194,35.942,-0.10218
792.5,28.572,28.192,35.924,-0.12245
792.6,28.576,28.194,35.908,-0.088486
792.7,28.582,28.199,35.894,-0.033976
792.8,28.586,28.201,35.882,-0.00061114
792.9,28.586,28.2,35.871,0
793,28.586,28.199,35.862,0
793.1,28.586,28.198,35.854,0
793.2,28.586,28.197,35.847,0
793.3,28.587,28.197,35.84,0
793.4,28.587,28.197,35.834,0
793.5,28.588,28.198,35.829,0
793.6,28.591,28.199,35.823,0
793.7,28.594,28.202,35.818,0
793.8,28.597,28.205,35.812,0
793.9,28.603,28.21,35.806,0
794,28.609,28.215,35.799,0
794.1,28.615,28.22,35.791,7.7318e-06
794.2,28.62,28.224,35.783,0.0081236
794.3,28.624,28.227,35.773,0.022964
794.4,28.628,28.23,35.761,0.031914
794.5,28.633,28.234,35.748,0.027846
794.6,28.639,28.238,35.734,0.018731
794.7,28.642,28.239,35.717,0.013053
794.8,28.64,28.235,35.698,0.04295
794.9,28.637,28.229,35.676,0.094554
795,28.638,28.228,35.652,0.10208
795.1,28.647,28.234,35.625,0.098409
795.2,28.655,28.239,35.595,0.091787
795.3,28.657,28.236,35.552,0.055767
795.4,28.658,28.227,35.455,0.0055845
795.5,28.662,28.216,35.324,0.0062685
795.6,28.667,28.207,35.189,0.017109
795.7,28.669,28.195,35.076,0.018391
795.8,28.669,28.183,34.967,0.0088138
795.9,28.669,28.17,34.861,0.00045117
796,28.669,28.159,34.754,0.022537
796.1,28.669,28.147,34.649,0.081861
796.2,28.669,28.146,34.606,0.10549
796.3,28.673,28.152,34.586,0.063679
796.4,28.677,28.16,34.572,0.012032
796.5,28.677,28.165,34.56,0.0018548
796.6,28.674,28.169,34.553,0.00071363
796.7,28.67,28.171,34.544,0.00010866
796.8,28.67,28.171,34.52,0
796.9,28.676,28.171,34.452,0
797,28.682,28.171,34.368,0
797.1,28.682,28.171,34.297,0
797.2,28.675,28.164,34.232,0
797.3,28.666,28.157,34.163,0
797.4,28.658,28.153,34.075,0
797.5,28.649,28.159,33.968,0
797.6,28.644,28.166,33.884,0
797.7,28.643,28.174,33.817,0
797.8,28.643,28.184,33.758,0
797.9,28.641,28.194,33.703,-0.0044534
798,28.633,28.198,33.654,-0.059271
798.1,28.621,28.2,33.607,-0.12074
798.2,28.609,28.203,33.557,-0.11557
798.3,28.595,28.206,33.506,-0.040734
798.4,28.585,28.205,33.46,-0.014613
798.5,28.575,28.202,33.418,-0.020909
798.6,28.571,28.203,33.379,-0.025499
798.7,28.573,28.211,33.34,-0.020458
798.8,28.577,28.221,33.302,-0.011563
798.9,28.579,28.222,33.265,-0.0069026
799,28.579,28.218,33.229,-0.0040137
799.1,28.581,28.215,33.2,0.0046509
799.2,28.594,28.221,33.178,0.074322
799.3,28.611,28.231,33.156,0.14735
799.4,28.622,28.236,33.126,0.15236
799.5,28.632,28.24,33.089,0.14318
799.6,28.64,28.242,33.046,0.13249
799.7,28.645,28.243,32.995,0.12501
799.8,28.648,28.244,32.925,0.1187
799.9,28.651,28.246,32.862,0.11098
800,28.658,28.252,32.826,0.09683
800.1,28.671,28.264,32.801,0.072909
800.2,28.681,28.273,32.78,0.051084
800.3,28.682,28.274,32.764,0.041608
800.4,28.68,28.271,32.749,0.037102
800.5,28.677,28.268,32.735,0.033249
800.6,28.675,28.266,32.719,0.027616
800.7,28.673,28.264,32.701,0.020498
800.8,28.672,28.262,32.679,0.011342
800.9,28.669,28.258,32.65,-0.001143
801,28.661,28.249,32.61,-0.032442
801.1,28.649,28.235,32.565,-0.073197
801.2,28.639,28.223,32.517,-0.094619
801.3,28.631,28.215,32.47,-0.079654
801.4,28.623,28.21,32.419,-0.046833
801.5,28.619,28.209,32.37,-0.01974
801.6,28.618,28.212,32.329,-0.012187
801.7,28.619,28.216,32.292,-0.0076298
801.8,28.619,28.219,32.261,-0.0050176
801.9,28.618,28.221,32.239,-0.0052152
802,28.604,28.213,32.222,-0.010444
802.1,28.589,28.203,32.208,-0.019257
802.2,28.585,28.202,32.199,-0.030603
802.3,28.585,28.206,32.192,-0.055065
802.4,28.587,28.21,32.187,-0.082331
802.5,28.589,28.214,32.181,-0.094995
802.6,28.592,28.22,32.169,-0.07329
802.7,28.596,28.227,32.148,-0.03167
802.8,28.599,28.232,32.121,-0.0032008
802.9,28.598,28.231,32.093,-0.0013043
803,28.595,28.226,32.061,-0.00089858
803.1,28.592,28.222,32.024,-0.00035582
803.2,28.593,28.22,31.981,0.0036229
803.3,28.6,28.221,31.925,0.016175
803.4,28.606,28.22,31.87,0.028591
803.5,28.608,28.214,31.827,0.031552
