time,ego_velocity,leader_velocity,space_gap,acc_acceleration
0,32.493,31.043,72.653,-0.0094
0.1,32.49,31.043,71.854,-0.0041808
0.2,32.486,31.04,71.176,-0.00059548
0.3,32.481,31.035,70.658,0
0.4,32.474,31.023,70.249,0
0.5,32.468,31.011,69.902,0
0.6,32.467,31.002,69.584,-0.0107
0.7,32.468,30.992,69.289,-0.073996
0.8,32.469,30.98,69.053,-0.12243
0.9,32.47,30.969,68.886,-0.093329
1,32.471,30.958,68.752,-0.029331
1.1,32.472,30.945,68.629,-0.0013013
1.2,32.474,30.93,68.512,-0.00039894
1.3,32.476,30.914,68.402,-1.1531e-05
1.4,32.479,30.9,68.294,0
1.5,32.483,30.887,68.19,0
1.6,32.483,30.873,68.098,0
1.7,32.483,30.86,68.028,0
1.8,32.483,30.846,67.942,0
1.9,32.484,30.833,67.777,0
2,32.486,30.82,67.51,0
2.1,32.488,30.808,67.235,0
2.2,32.492,30.799,66.952,0
2.3,32.494,30.789,66.642,0
2.4,32.492,30.772,66.283,0
2.5,32.485,30.751,65.876,0
2.6,32.485,30.735,65.476,0
2.7,32.496,30.729,65.076,0
2.8,32.5,30.714,64.739,0.0046071
2.9,32.498,30.693,64.456,0.047984
3,32.497,30.674,64.234,0.078667
3.1,32.5,30.664,64.065,0.064345
3.2,32.505,30.657,63.935,0.039233
3.3,32.505,30.645,63.848,0.022947
3.4,32.502,30.631,63.784,0.0085776
3.5,32.5,30.618,63.731,0.00039254
3.6,32.501,30.605,63.686,0
3.7,32.505,30.593,63.648,0
3.8,32.506,30.577,63.591,0
3.9,32.503,30.556,63.484,0
4,32.5,30.535,63.334,0
4.1,32.502,30.52,63.111,0
4.2,32.505,30.509,62.812,0
4.3,32.507,30.496,62.557,0
4.4,32.507,30.484,62.348,0
4.5,32.507,30.472,62.155,0
4.6,32.506,30.46,61.964,0
4.7,32.503,30.446,61.78,0
4.8,32.498,30.43,61.598,0
4.9,32.494,30.416,61.412,0
5,32.491,30.404,61.22,0
5.1,32.488,30.392,61.025,0
5.2,32.484,30.382,60.826,-0.0017381
5.3,32.481,30.372,60.621,-0.013711
5.4,32.478,30.364,60.411,-0.029807
5.5,32.477,30.359,60.191,-0.05526
5.6,32.475,30.354,59.972,-0.077312
5.7,32.473,30.349,59.775,-0.076456
5.8,32.468,30.342,59.593,-0.070156
5.9,32.462,30.333,59.403,-0.066867
6,32.454,30.32,59.187,-0.08206
6.1,32.446,30.306,58.966,-0.10372
6.2,32.442,30.301,58.768,-0.10227
6.3,32.441,30.299,58.589,-0.069532
6.4,32.439,30.298,58.415,-0.035032
6.5,32.436,30.292,58.239,-0.01838
6.6,32.431,30.283,58.064,-0.0056107
6.7,32.425,30.275,57.887,-1.0747e-05
6.8,32.42,30.269,57.706,-0.013402
6.9,32.414,30.264,57.521,-0.043086
7,32.409,30.26,57.332,-0.070089
7.1,32.404,30.257,57.137,-0.098744
7.2,32.4,30.255,56.938,-0.11979
7.3,32.392,30.252,56.741,-0.11253
7.4,32.38,30.249,56.544,-0.077419
7.5,32.367,30.246,56.348,-0.058107
7.6,32.354,30.244,56.156,-0.078699
7.7,32.342,30.241,55.964,-0.10876
7.8,32.328,30.235,55.766,-0.1131
7.9,32.311,30.225,55.562,-0.09386
8,32.3,30.22,55.356,-0.068938
8.1,32.302,30.225,55.148,-0.04613
8.2,32.306,30.232,54.939,-0.022155
8.3,32.311,30.238,54.725,-0.0089294
8.4,32.314,30.238,54.502,-0.0037666
8.5,32.317,30.237,54.279,-0.00060078
8.6,32.321,30.236,54.071,0
8.7,32.326,30.236,53.878,0
8.8,32.333,30.236,53.689,0
8.9,32.339,30.235,53.499,0.0058699
9,32.346,30.235,53.309,0.049763
9.1,32.353,30.233,53.119,0.097985
9.2,32.358,30.231,52.93,0.10571
9.3,32.363,30.228,52.742,0.071678
9.4,32.367,30.225,52.556,0.028899
9.5,32.368,30.22,52.371,0.0092396
9.6,32.363,30.209,52.192,0.0039545
9.7,32.355,30.197,52.012,0.00072319
9.8,32.354,30.19,51.818,0
9.9,32.364,30.195,51.607,0
10,32.375,30.198,51.386,0
10.1,32.374,30.191,51.159,0.010345
10.2,32.373,30.182,50.925,0.032952
10.3,32.373,30.173,50.685,0.033393
10.4,32.374,30.165,50.439,0.011266
10.5,32.375,30.157,50.193,0
10.6,32.375,30.148,49.948,0
10.7,32.375,30.14,49.703,0
10.8,32.377,30.135,49.457,0
10.9,32.386,30.136,49.209,0
11,32.392,30.134,48.966,5.5774e-09
11.1,32.388,30.124,48.733,0.031492
11.2,32.383,30.112,48.504,0.086295
11.3,32.381,30.106,48.273,0.10589
11.4,32.382,30.104,48.034,0.077333
11.5,32.385,30.104,47.797,0.027601
11.6,32.382,30.101,47.574,-0.029122
11.7,32.365,30.084,47.362,-0.11401
11.8,32.343,30.062,47.156,-0.18305
11.9,32.329,30.049,46.952,-0.19078
12,32.319,30.048,46.754,-0.16923
12.1,32.309,30.051,46.553,-0.14854
12.2,32.29,30.048,46.342,-0.15447
12.3,32.259,30.04,46.122,-0.1894
12.4,32.231,30.04,45.892,-0.20737
12.5,32.212,30.059,45.635,-0.20558
12.6,32.194,30.082,45.386,-0.2025
12.7,32.171,30.094,45.182,-0.19884
12.8,32.143,30.1,45.001,-0.19427
12.9,32.117,30.109,44.817,-0.1915
13,32.095,30.128,44.609,-0.19616
13.1,32.075,30.151,44.389,-0.20798
13.2,32.055,30.173,44.182,-0.21348
13.3,32.034,30.19,43.998,-0.21175
13.4,32.014,30.206,43.821,-0.20759
13.5,31.995,30.225,43.63,-0.2013
13.6,31.976,30.247,43.412,-0.17985
13.7,31.961,30.273,43.188,-0.14374
13.8,31.957,30.304,42.979,-0.087556
13.9,31.955,30.333,42.779,-0.017212
14,31.95,30.358,42.586,-0.0031859
14.1,31.942,30.375,42.398,-0.010222
14.2,31.939,30.397,42.22,-0.013304
14.3,31.94,30.421,42.056,-0.0061703
14.4,31.941,30.446,41.894,-2.6958e-05
14.5,31.942,30.47,41.724,0
14.6,31.942,30.494,41.558,0
14.7,31.939,30.513,41.407,0
14.8,31.933,30.528,41.265,0
14.9,31.927,30.546,41.117,-0.00551
15,31.922,30.566,40.963,-0.048131
15.1,31.915,30.588,40.809,-0.075953
15.2,31.905,30.613,40.655,-0.046672
15.3,31.895,30.64,40.508,-0.0073467
15.4,31.887,30.668,40.383,-0.0035463
15.5,31.881,30.695,40.274,-0.0052541
15.6,31.877,30.723,40.17,-0.0080821
15.7,31.873,30.752,40.061,-0.015153
15.8,31.869,30.782,39.95,-0.033017
15.9,31.866,30.812,39.844,-0.047739
16,31.863,30.843,39.746,-0.044524
16.1,31.861,30.875,39.654,-0.025568
16.2,31.859,30.905,39.568,-0.0076491
16.3,31.858,30.933,39.488,-0.0030971
16.4,31.857,30.959,39.414,-0.0011513
16.5,31.856,30.984,39.343,-0.00011832
16.6,31.856,31.008,39.274,0
16.7,31.857,31.031,39.208,0
16.8,31.858,31.052,39.142,0
16.9,31.859,31.068,39.076,0
17,31.863,31.084,39.009,0
17.1,31.867,31.098,38.942,0
17.2,31.87,31.109,38.877,0.013927
17.3,31.873,31.117,38.812,0.06806
17.4,31.876,31.124,38.749,0.11383
17.5,31.881,31.133,38.688,0.11749
17.6,31.888,31.143,38.627,0.11582
17.7,31.896,31.153,38.567,0.11288
17.8,31.904,31.164,38.508,0.10639
17.9,31.912,31.176,38.447,0.077337
18,31.92,31.188,38.389,0.046281
18.1,31.923,31.196,38.337,0.04242
18.2,31.925,31.203,38.293,0.064551
18.3,31.927,31.21,38.25,0.088863
18.4,31.929,31.218,38.206,0.090291
18.5,31.932,31.227,38.161,0.05363
18.6,31.935,31.236,38.115,0.012097
18.7,31.935,31.244,38.071,0.0027555
18.8,31.933,31.251,38.028,0.014953
18.9,31.93,31.259,37.985,0.029258
19,31.929,31.269,37.939,0.032196
19.1,31.933,31.283,37.889,0.019999
19.2,31.939,31.298,37.837,0.0052543
19.3,31.943,31.311,37.778,0.00079069
19.4,31.947,31.322,37.71,0.00031664
19.5,31.949,31.333,37.639,5.301e-05
19.6,31.95,31.344,37.572,0
19.7,31.947,31.353,37.509,0
19.8,31.944,31.362,37.448,0
19.9,31.944,31.372,37.386,0.0025755
20,31.948,31.384,37.322,0.036335
20.1,31.955,31.399,37.259,0.075114
20.2,31.961,31.414,37.195,0.07989
20.3,31.966,31.432,37.13,0.061852
20.4,31.97,31.449,37.068,0.041077
20.5,31.973,31.468,37.009,0.01782
20.6,31.976,31.486,36.953,0.00076563
20.7,31.979,31.5,36.899,0.0012322
20.8,31.982,31.513,36.847,0.0040129
20.9,31.984,31.528,36.793,0.0040886
21,31.987,31.544,36.735,0.0014079
21.1,31.987,31.561,36.679,0
21.2,31.986,31.578,36.625,0
21.3,31.984,31.595,36.573,0
21.4,31.984,31.615,36.52,0.0060176
21.5,31.99,31.64,36.466,0.040059
21.6,31.998,31.667,36.417,0.075689
21.7,32.003,31.694,36.374,0.08929
21.8,32.009,31.72,36.336,0.098024
21.9,32.013,31.747,36.304,0.10309
22,32.015,31.773,36.279,0.094741
22.1,32.015,31.8,36.258,0.047149
22.2,32.016,31.828,36.242,0.004732
22.3,32.023,31.86,36.229,0.0036202
22.4,32.041,31.905,36.219,0.014568
22.5,32.057,31.944,36.21,0.029019
22.6,32.066,31.97,36.202,0.053719
22.7,32.072,31.992,36.196,0.083544
22.8,32.079,32.014,36.189,0.095299
22.9,32.086,32.037,36.181,0.077556
23,32.094,32.058,36.175,0.051943
23.1,32.098,32.077,36.173,0.045149
23.2,32.101,32.091,36.174,0.061166
23.3,32.103,32.105,36.177,0.083604
23.4,32.108,32.126,36.181,0.09766
23.5,32.126,32.166,36.193,0.10746
23.6,32.145,32.209,36.21,0.11299
23.7,32.154,32.242,36.226,0.10618
23.8,32.161,32.274,36.245,0.084174
23.9,32.166,32.305,36.267,0.060343
24,32.169,32.336,36.296,0.032616
24.1,32.173,32.367,36.33,0.0071781
24.2,32.178,32.398,36.358,0.0083353
24.3,32.187,32.431,36.38,0.054856
24.4,32.197,32.463,36.401,0.10626
24.5,32.201,32.49,36.425,0.11405
24.6,32.203,32.517,36.453,0.066144
24.7,32.204,32.542,36.481,0.013288
24.8,32.208,32.563,36.5,0.010856
24.9,32.22,32.588,36.514,0.065885
25,32.234,32.614,36.527,0.12611
25.1,32.242,32.633,36.542,0.13942
25.2,32.246,32.649,36.56,0.11593
25.3,32.25,32.663,36.578,0.082096
25.4,32.255,32.68,36.597,0.056145
25.5,32.262,32.701,36.615,0.032849
25.6,32.27,32.723,36.635,0.01445
25.7,32.277,32.749,36.663,0.010488
25.8,32.285,32.781,36.707,0.024417
25.9,32.292,32.816,36.764,0.046446
26,32.299,32.852,36.826,0.065944
26.1,32.306,32.891,36.899,0.087266
26.2,32.312,32.93,36.979,0.10528
26.3,32.314,32.967,37.058,0.10655
26.4,32.314,33.004,37.136,0.062324
26.5,32.314,33.042,37.215,0.010924
26.6,32.315,33.081,37.299,0.0072674
26.7,32.324,33.126,37.385,0.057134
26.8,32.334,33.173,37.476,0.10571
26.9,32.338,33.215,37.577,0.10179
27,32.341,33.255,37.687,0.063971
27.1,32.345,33.29,37.802,0.044287
27.2,32.352,33.323,37.923,0.07034
27.3,32.363,33.355,38.046,0.10867
27.4,32.379,33.387,38.168,0.12906
27.5,32.404,33.424,38.291,0.14405
27.6,32.423,33.447,38.417,0.14795
27.7,32.438,33.456,38.547,0.13987
27.8,32.444,33.457,38.676,0.12414
27.9,32.443,33.454,38.797,0.059881
28,32.442,33.45,38.914,-0.0081352
28.1,32.447,33.452,39.03,0.036564
28.2,32.463,33.461,39.145,0.1795
28.3,32.476,33.466,39.258,0.2535
28.4,32.484,33.463,39.371,0.17871
28.5,32.49,33.454,39.482,0.060836
28.6,32.491,33.436,39.584,0.013986
28.7,32.484,33.401,39.675,0.0049843
28.8,32.476,33.362,39.763,0.00040573
28.9,32.475,33.33,39.858,0
29,32.474,33.298,39.958,0
29.1,32.474,33.264,40.051,0
29.2,32.48,33.232,40.131,0.026656
29.3,32.491,33.203,40.206,0.078883
29.4,32.497,33.166,40.274,0.10344
29.5,32.495,33.121,40.339,0.068925
29.6,32.492,33.075,40.398,0.017273
29.7,32.492,33.029,40.45,0.0011691
29.8,32.493,32.984,40.495,0.00040171
29.9,32.494,32.938,40.535,3.2614e-05
30,32.495,32.889,40.571,0
30.1,32.496,32.838,40.604,0
30.2,32.497,32.792,40.632,0
30.3,32.498,32.755,40.657,0
30.4,32.499,32.722,40.68,0
30.5,32.501,32.686,40.702,0
30.6,32.507,32.654,40.726,0
30.7,32.513,32.619,40.743,0
30.8,32.515,32.572,40.748,0
30.9,32.516,32.518,40.751,0
31,32.515,32.466,40.749,0
31.1,32.506,32.409,40.73,0
31.2,32.5,32.357,40.705,0
31.3,32.505,32.32,40.678,0.010395
31.4,32.514,32.288,40.646,0.027782
31.5,32.517,32.251,40.612,0.030817
31.6,32.518,32.209,40.574,0.021855
31.7,32.519,32.169,40.536,0.012531
31.8,32.518,32.131,40.499,0.0073511
31.9,32.516,32.093,40.461,0.0028628
32,32.512,32.057,40.425,0.000247
32.1,32.509,32.021,40.389,0
32.2,32.505,31.986,40.354,0
32.3,32.5,31.951,40.318,0
32.4,32.496,31.917,40.281,-0.0024727
32.5,32.491,31.885,40.242,-0.036065
32.6,32.486,31.854,40.202,-0.084908
32.7,32.484,31.822,40.154,-0.11802
32.8,32.483,31.786,40.093,-0.10138
32.9,32.483,31.744,40.015,-0.043061
33,32.483,31.7,39.93,-0.0077557
33.1,32.48,31.653,39.837,-0.0032404
33.2,32.474,31.601,39.736,-0.00059634
33.3,32.468,31.55,39.636,0
33.4,32.463,31.497,39.537,0
33.5,32.458,31.446,39.44,0
33.6,32.452,31.4,39.347,-0.0096528
33.7,32.446,31.356,39.259,-0.045159
33.8,32.439,31.314,39.169,-0.075946
33.9,32.432,31.271,39.071,-0.074598
34,32.424,31.229,38.966,-0.055942
34.1,32.414,31.186,38.852,-0.042945
34.2,32.394,31.133,38.725,-0.088563
34.3,32.367,31.074,38.588,-0.18235
34.4,32.341,31.019,38.449,-0.22763
34.5,32.317,30.97,38.307,-0.24839
34.6,32.293,30.921,38.164,-0.25829
34.7,32.268,30.873,38.023,-0.25655
34.8,32.242,30.826,37.881,-0.25216
34.9,32.213,30.775,37.733,-0.25103
35,32.175,30.716,37.575,-0.2725
35.1,32.137,30.657,37.414,-0.30604
35.2,32.105,30.605,37.258,-0.33391
35.3,32.079,30.559,37.103,-0.36249
35.4,32.052,30.513,36.951,-0.37487
35.5,32.025,30.465,36.805,-0.34935
35.6,31.996,30.417,36.66,-0.30721
35.7,31.965,30.368,36.512,-0.28864
35.8,31.931,30.318,36.36,-0.31422
35.9,31.893,30.265,36.205,-0.36032
36,31.849,30.214,36.05,-0.39996
36.1,31.795,30.156,35.898,-0.43683
36.2,31.737,30.096,35.744,-0.47127
36.3,31.684,30.042,35.581,-0.49807
36.4,31.635,30,35.409,-0.51605
36.5,31.585,29.96,35.232,-0.53447
36.6,31.524,29.911,35.051,-0.56788
36.7,31.447,29.851,34.862,-0.64937
36.8,31.363,29.789,34.675,-0.726
36.9,31.285,29.733,34.499,-0.72692
37,31.206,29.679,34.331,-0.64838
37.1,31.133,29.633,34.171,-0.5688
37.2,31.075,29.603,34.023,-0.56057
37.3,31.028,29.586,33.884,-0.59614
37.4,30.984,29.574,33.751,-0.63519
37.5,30.934,29.558,33.62,-0.64355
37.6,30.872,29.536,33.491,-0.60266
37.7,30.811,29.516,33.364,-0.54566
37.8,30.762,29.509,33.236,-0.5114
37.9,30.727,29.517,33.101,-0.49289
38,30.692,29.526,32.972,-0.47771
38.1,30.65,29.521,32.863,-0.46068
38.2,30.597,29.502,32.772,-0.44024
38.3,30.543,29.48,32.683,-0.42508
38.4,30.494,29.463,32.582,-0.42531
38.5,30.448,29.45,32.469,-0.44217
38.6,30.403,29.438,32.357,-0.45593
38.7,30.36,29.427,32.255,-0.44056
38.8,30.318,29.417,32.158,-0.40498
38.9,30.279,29.405,32.067,-0.39302
39,30.242,29.393,31.98,-0.39085
39.1,30.207,29.379,31.897,-0.39
39.2,30.172,29.363,31.819,-0.39
39.3,30.139,29.346,31.743,-0.39
39.4,30.102,29.33,31.659,-0.39
39.5,30.059,29.314,31.559,-0.39
39.6,30.02,29.303,31.463,-0.38987
39.7,29.992,29.3,31.381,-0.36248
39.8,29.966,29.3,31.305,-0.32105
39.9,29.93,29.292,31.233,-0.3121
40,29.876,29.269,31.164,-0.33526
40.1,29.818,29.243,31.097,-0.3676
40.2,29.769,29.221,31.025,-0.40337
40.3,29.723,29.201,30.955,-0.44021
40.4,29.673,29.174,30.9,-0.44045
40.5,29.619,29.142,30.857,-0.40634
40.6,29.566,29.103,30.812,-0.39
40.7,29.511,29.058,30.761,-0.39
40.8,29.465,29.016,30.707,-0.38937
40.9,29.432,28.984,30.646,-0.35488
41,29.403,28.955,30.585,-0.3198
41.1,29.369,28.92,30.533,-0.31846
41.2,29.333,28.882,30.484,-0.31819
41.3,29.299,28.846,30.428,-0.31724
41.4,29.268,28.814,30.36,-0.29707
41.5,29.238,28.783,30.283,-0.27142
41.6,29.202,28.745,30.201,-0.26872
41.7,29.159,28.698,30.112,-0.27571
41.8,29.123,28.661,30.031,-0.27938
41.9,29.098,28.638,29.962,-0.25288
42,29.077,28.619,29.9,-0.21402
42.1,29.052,28.595,29.844,-0.20319
42.2,29.025,28.567,29.791,-0.202
42.3,28.997,28.538,29.743,-0.20144
42.4,28.971,28.514,29.697,-0.21681
42.5,28.948,28.493,29.653,-0.27458
42.6,28.924,28.471,29.61,-0.31911
42.7,28.898,28.444,29.564,-0.29721
42.8,28.871,28.413,29.517,-0.23738
42.9,28.842,28.382,29.47,-0.21174
43,28.812,28.351,29.427,-0.24
43.1,28.779,28.318,29.38,-0.28305
43.2,28.74,28.275,29.316,-0.33389
43.3,28.702,28.233,29.247,-0.37246
43.4,28.68,28.208,29.196,-0.32857
43.5,28.663,28.189,29.153,-0.23384
43.6,28.639,28.16,29.103,-0.20171
43.7,28.597,28.109,29.04,-0.27733
43.8,28.55,28.052,28.975,-0.35766
43.9,28.514,28.009,28.914,-0.36388
44,28.484,27.972,28.855,-0.36142
44.1,28.454,27.934,28.801,-0.35622
44.2,28.423,27.893,28.754,-0.3131
44.3,28.391,27.849,28.708,-0.2623
44.4,28.352,27.798,28.656,-0.26178
44.5,28.305,27.739,28.597,-0.29762
44.6,28.271,27.691,28.534,-0.33298
44.7,28.254,27.657,28.464,-0.36594
44.8,28.237,27.623,28.391,-0.3856
44.9,28.199,27.571,28.321,-0.36706
45,28.146,27.505,28.253,-0.33323
45.1,28.101,27.451,28.188,-0.33366
45.2,28.062,27.403,28.127,-0.37116
45.3,28.026,27.361,28.065,-0.39
45.4,27.995,27.325,28.003,-0.39
45.5,27.966,27.291,27.94,-0.39
45.6,27.935,27.259,27.875,-0.39
45.7,27.9,27.228,27.807,-0.39
45.8,27.864,27.199,27.738,-0.39
45.9,27.824,27.167,27.668,-0.39
46,27.78,27.136,27.596,-0.39
46.1,27.735,27.106,27.527,-0.39
46.2,27.69,27.081,27.462,-0.39411
46.3,27.644,27.059,27.4,-0.40754
46.4,27.594,27.034,27.341,-0.42803
46.5,27.539,27,27.282,-0.48962
46.6,27.481,26.964,27.226,-0.55431
46.7,27.425,26.929,27.174,-0.55329
46.8,27.368,26.892,27.124,-0.48762
46.9,27.32,26.863,27.077,-0.42668
47,27.289,26.849,27.032,-0.42806
47.1,27.267,26.844,26.988,-0.45962
47.2,27.245,26.838,26.949,-0.48069
47.3,27.22,26.827,26.917,-0.47584
47.4,27.193,26.813,26.888,-0.46316
47.5,27.16,26.791,26.858,-0.44779
47.6,27.114,26.753,26.825,-0.42113
47.7,27.067,26.713,26.79,-0.39614
47.8,27.032,26.685,26.756,-0.39102
47.9,27.007,26.665,26.722,-0.39033
48,26.982,26.646,26.686,-0.39002
48.1,26.949,26.622,26.646,-0.3987
48.2,26.911,26.593,26.601,-0.42629
48.3,26.871,26.566,26.562,-0.44599
48.4,26.832,26.543,26.535,-0.42921
48.5,26.793,26.525,26.512,-0.38879
48.6,26.76,26.512,26.493,-0.36905
48.7,26.735,26.503,26.474,-0.37452
48.8,26.713,26.498,26.458,-0.38255
48.9,26.689,26.491,26.443,-0.38326
49,26.665,26.486,26.43,-0.36709
49.1,26.641,26.48,26.418,-0.34707
49.2,26.614,26.47,26.406,-0.33869
49.3,26.583,26.456,26.394,-0.33571
49.4,26.552,26.441,26.383,-0.33329
49.5,26.523,26.426,26.376,-0.3299
49.6,26.493,26.411,26.371,-0.32609
49.7,26.465,26.396,26.367,-0.32114
49.8,26.439,26.381,26.359,-0.31314
49.9,26.414,26.365,26.345,-0.29679
50,26.39,26.351,26.33,-0.27764
50.1,26.37,26.339,26.319,-0.26291
50.2,26.353,26.328,26.309,-0.25238
50.3,26.337,26.319,26.301,-0.24126
50.4,26.324,26.311,26.296,-0.22361
50.5,26.313,26.303,26.292,-0.18509
50.6,26.302,26.296,26.29,-0.14447
50.7,26.289,26.286,26.289,-0.12823
50.8,26.268,26.268,26.293,-0.12576
50.9,26.243,26.247,26.3,-0.12425
51,26.223,26.23,26.307,-0.12406
51.1,26.206,26.217,26.314,-0.1482
51.2,26.192,26.206,26.322,-0.18649
51.3,26.179,26.198,26.331,-0.20281
51.4,26.171,26.192,26.346,-0.14938
51.5,26.163,26.188,26.362,-0.070789
51.6,26.151,26.182,26.373,-0.052759
51.7,26.132,26.171,26.379,-0.13132
51.8,26.111,26.159,26.386,-0.19925
51.9,26.094,26.154,26.396,-0.17393
52,26.077,26.152,26.409,-0.12334
52.1,26.059,26.145,26.418,-0.1162
52.2,26.039,26.134,26.425,-0.12876
52.3,26.02,26.123,26.433,-0.13916
52.4,26.003,26.116,26.443,-0.13773
52.5,25.987,26.11,26.455,-0.13177
52.6,25.973,26.107,26.466,-0.12595
52.7,25.956,26.105,26.474,-0.12294
52.8,25.942,26.106,26.482,-0.12012
52.9,25.939,26.118,26.497,-0.10784
53,25.939,26.133,26.529,-0.050445
53.1,25.939,26.147,26.565,-0.0040842
53.2,25.936,26.159,26.596,-0.011847
53.3,25.929,26.165,26.625,-0.033367
53.4,25.921,26.168,26.655,-0.04262
53.5,25.907,26.165,26.685,-0.035428
53.6,25.894,26.161,26.715,-0.024385
53.7,25.892,26.166,26.744,-0.017616
53.8,25.892,26.172,26.772,-0.012601
53.9,25.892,26.177,26.8,-0.0091704
54,25.892,26.182,26.83,-0.0090381
54.1,25.892,26.185,26.863,-0.013533
54.2,25.891,26.189,26.896,-0.018572
54.3,25.891,26.194,26.922,-0.018819
54.4,25.888,26.199,26.944,-0.010288
54.5,25.883,26.202,26.965,-0.001372
54.6,25.877,26.204,26.99,-0.0006492
54.7,25.868,26.202,27.018,-0.0048429
54.8,25.86,26.201,27.048,-0.012079
54.9,25.853,26.203,27.078,-0.039482
55,25.848,26.208,27.111,-0.095041
55.1,25.842,26.213,27.143,-0.13274
55.2,25.835,26.215,27.173,-0.1252
55.3,25.828,26.215,27.203,-0.098797
55.4,25.823,26.217,27.233,-0.070047
55.5,25.826,26.226,27.265,-0.049551
55.6,25.835,26.24,27.298,-0.030778
55.7,25.845,26.253,27.336,-0.006589
55.8,25.854,26.264,27.386,0.045484
55.9,25.863,26.275,27.447,0.1238
56,25.869,26.28,27.501,0.15783
56.1,25.87,26.279,27.542,0.11417
56.2,25.871,26.276,27.581,0.046797
56.3,25.873,26.278,27.624,0.016185
56.4,25.878,26.286,27.672,0.0049941
56.5,25.882,26.295,27.72,4.277e-05
56.6,25.879,26.299,27.766,0
56.7,25.872,26.302,27.81,0
56.8,25.868,26.306,27.854,-0.0011358
56.9,25.866,26.311,27.896,-0.034885
57,25.864,26.317,27.938,-0.08428
57.1,25.861,26.323,27.981,-0.10698
57.2,25.858,26.331,28.023,-0.10364
57.3,25.854,26.34,28.068,-0.095653
57.4,25.849,26.348,28.124,-0.07093
57.5,25.843,26.355,28.191,-0.017962
57.6,25.841,26.368,28.251,-0.0080812
57.7,25.843,26.382,28.3,-0.057441
57.8,25.844,26.398,28.35,-0.1111
57.9,25.841,26.41,28.414,-0.11522
58,25.824,26.411,28.493,-0.080863
58.1,25.816,26.42,28.568,-0.051522
58.2,25.815,26.435,28.637,-0.026928
58.3,25.814,26.451,28.704,-0.0076773
58.4,25.814,26.469,28.769,-0.0020491
58.5,25.816,26.49,28.831,-0.0031181
58.6,25.819,26.513,28.894,-0.0043886
58.7,25.818,26.532,28.961,-0.0040821
58.8,25.809,26.544,29.033,-0.001594
58.9,25.804,26.557,29.11,-1.9122e-08
59,25.815,26.586,29.194,0
59.1,25.83,26.615,29.285,0
59.2,25.829,26.621,29.379,0.031088
59.3,25.824,26.619,29.478,0.10898
59.4,25.823,26.623,29.575,0.13185
59.5,25.837,26.643,29.67,0.066257
59.6,25.852,26.663,29.763,0.0032575
59.7,25.855,26.672,29.854,0.0057711
59.8,25.857,26.678,29.944,0.021174
59.9,25.859,26.685,30.032,0.02893
60,25.862,26.692,30.115,0.019975
60.1,25.868,26.701,30.197,0.0057646
60.2,25.873,26.711,30.277,0.00087131
60.3,25.881,26.726,30.352,0.033192
60.4,25.888,26.742,30.427,0.078829
60.5,25.892,26.756,30.511,0.091989
60.6,25.894,26.772,30.607,0.055975
60.7,25.894,26.789,30.709,0.020528
60.8,25.894,26.805,30.814,0.0067279
60.9,25.894,26.819,30.92,2.8624e-05
61,25.903,26.839,31.028,0.036965
61.1,25.918,26.861,31.136,0.096064
61.2,25.919,26.865,31.233,0.091815
61.3,25.916,26.864,31.321,0.044018
61.4,25.914,26.864,31.413,0.0072152
61.5,25.918,26.871,31.521,0.034975
61.6,25.926,26.886,31.638,0.09613
61.7,25.931,26.895,31.748,0.10048
61.8,25.933,26.901,31.853,0.06689
61.9,25.936,26.907,31.959,0.033208
62,25.941,26.915,32.068,0.016078
62.1,25.948,26.925,32.18,0.0033985
62.2,25.95,26.927,32.296,0.0020858
62.3,25.947,26.924,32.415,0.016377
62.4,25.946,26.922,32.54,0.025423
62.5,25.952,26.926,32.674,0.011888
62.6,25.96,26.931,32.821,0
62.7,25.965,26.931,33.029,0
62.8,25.969,26.931,33.231,0
62.9,25.974,26.932,33.268,0.0060858
63,25.981,26.935,33.072,0.06052
63.1,25.988,26.938,32.869,0.11504
63.2,25.994,26.942,32.869,0.11317
63.3,26,26.946,32.98,0.079521
63.4,26.006,26.95,33.138,0.045449
63.5,26.012,26.954,33.322,0.030631
63.6,26.018,26.958,33.58,0.020146
63.7,26.023,26.962,33.863,0.014405
63.8,26.029,26.966,34.135,0.021111
63.9,26.035,26.97,34.415,0.047717
64,26.042,26.974,34.691,0.07526
64.1,26.049,26.981,34.95,0.089289
64.2,26.056,26.99,35.206,0.099412
64.3,26.064,26.999,35.435,0.10708
64.4,26.074,27.009,35.63,0.11298
64.5,26.087,27.02,35.808,0.11804
64.6,26.094,27.025,35.925,0.12033
64.7,26.089,27.019,35.981,0.086002
64.8,26.078,27.008,36.019,0.024198
64.9,26.071,26.999,36.021,0.0025015
65,26.066,26.992,35.949,0.00076329
65.1,26.063,26.986,35.841,2.0675e-05
65.2,26.072,26.99,35.728,0.013241
65.3,26.1,27.013,35.591,0.055891
65.4,26.132,27.038,35.46,0.10943
65.5,26.159,27.058,35.338,0.17658
65.6,26.186,27.077,35.214,0.26666
65.7,26.21,27.092,35.14,0.32739
65.8,26.227,27.1,35.143,0.31711
65.9,26.24,27.104,35.171,0.26682
66,26.254,27.108,35.218,0.22434
66.1,26.274,27.116,35.361,0.22439
66.2,26.301,27.128,35.751,0.24376
66.3,26.328,27.139,36.078,0.2681
